text,cat
To love oneself is the beginning of a lifelong romance.,3
You carry so much love in your heart. Give some. To yourself.,3
My haters are my biggest motivators.,3
To love oneself is the beginning of a lifelong romance.,3
Falling in love all over again.,3
I love myself for I am a beloved child of the universe and the universe lovingly takes care of me now.,3
My heart is perfect because you are inside.,3
Dare to love yourself as if you were a rainbow with gold at both ends.,3
"My life motto is ‘Do my best, so that I can’t blame myself for anything.",3
Be yourself. An original is so much better than a copy.,3
I am not perfect but I am limited edition.,3
“Act as if what you do makes a difference. It does.” – William James,3
"If you’re searching for that one person that will change your life, take a look in the mirror.",3
I still hide you in my poetry.,3
I don’t care if you love me or not. I have enough love for myself.,3
Love yourself first and everything else falls into line. You really have to love yourself to get anything done in this world.,3
Love yourself. It is important to stay positive because beauty comes from the inside out.,3
Love me or hate me I am still going to shine.,3
The most beautiful feeling is the feeling of satisfaction for yourself.,3
"You were born to be real, not to be perfect.",3
"Alas, the fearful Unbelief is unbelief in yourself.",3
I could stay awake just to hear you breathing.,3
“Loving yourself isn’t vanity. It’s sanity.” – Andre Gide,3
"Above all, be true to yourself, and if you cannot put your heart in it, take yourself out of it.",3
Love yourself first and everything else falls into place.,3
The hardest and the bravest thing a person can do is to love one’s own self.,3
“You have to be able to love yourself because that’s when things fall into place.” – Vanessa Hudgens,3
I restore myself when I’m alone.,3
You make me smile so effortlessly.,3
I fell in love with you because you loved me when I couldn’t love myself.,3
Self-love has very little to do with how you feel about your outer self. It’s about accepting all of yourself.,3
"Love yourself first, because that’s who you’ll be spending the rest of your life with.",3
You Are The Light Of My Life. I Love You.,3
"When you are in love and you get hurt, it is like a cut… it will heal, but there will always be a scar.",3
Life is Good = No jealousy + No worries + No doubts = True Love,3
You are my paradise and I would not mind getting stranded on you even for a lifetime.,3
Your love will keep growing.,3
I love those who talk behind my back because they can’t match my “Status” in front of me.,3
The best feeling in this world is to look at you when you are already staring.,3
Our bond never lets the outside word destroy our love.,3
"Darling, the way you embrace my scars, it makes me fall in love with you every day.",3
The secret to creativity is knowing how to hide your sources.,3
"Every time I see you, I fall in love all over again.",3
Our chemistry is as hot as molten lava and our love is as pure as the pearls of the sea.,3
I love you so much for all that you are and for all that you will be.,3
Whenever you face your ego and love fighting let your love win.,3
“Be in love with your life. Every minute of it.” -Jack Kerouac,3
"You are the only source of my joy, the center of my universe and the whole of my being.",3
"I don’t care about anything else in the world, as long as you say that I mean the world to you.",3
I don’t regret my past I just regret the time i’ve wasted with wrong people.,3
Your presence makes me forget my problems.,3
"To give love, you must have it, somewhere in your soul.",3
I can make one promise to you: I will always love you more than any other person who enters your life.,3
"Love is the joy of the good, the wonder of the wise, the amazement of the gods.",3
Be patient and tough; someday this pain will be useful to you.,3
Can I be the one to tie your shoes? Because I just do not want you falling for anyone else.,3
Be thankful for everything that happens in your life; it’s all an experience.,3
"I promise to protect and take care of you. I will always shelter you and promise to be only by your side, I love you.",3
"I love you yesterday I love you still, I always have…. I always will.",3
Being deeply loved by someone gives you strength while loving someone deeply gives you courage.,3
Love is the greatest refreshment in life.,3
"Without His love I can do nothing, with His love there is nothing I cannot do.",3
You’re the reason why I’m smiling again.,3
"You’re kinda, sorta, basically, pretty much always on my mind.",3
"If I had to choose between a house and you, I would choose you, because home is wherever I am with you.",3
I know that my feelings for you are real because I spend more time thinking of you than myself.,3
I need you like a heart needs a beat.,3
You give me the kind of feelings people write novels about.,3
I loved you once my sweet prince. And I still do. And will keep loving you till my last breath.,3
"So dear I love him that with him, All deaths I could endure. Without him, live no life.",3
I love it when you send me those texts that make me smile no matter how many times I read them.,3
"It took an hour to know you, a day to love you… and it would take 7 lives to forget you!",3
I am in love with you and this reality is far better than my dreams.,3
"The only word to describe you, is MINE and the only word to describe us, is forever. xoxo",3
Happiness is the tickle I get deep down in my soul when we kiss. I love you.,3
I love you so much that my heart slips a beat when you call my name.,3
You make me happy in a way no one else can.,3
You are the reason I believe in love. You are the reason I believe in miracles.,3
"There is absolutely nothing, no matter how difficult it may seem, that love cannot face. Let’s face everything together.",3
"Calling me cute is nice, calling me hot is great, but calling me yours is all I want.",3
It’s the way that you know what I thought I knew. It’s the beat that my heart skips when I’m with you.,3
You are free to hold and leave my hand but please hold my heart forever.,3
You are the coolest partner on this ride called life and I am never getting off.,3
"I always walk by your side, even if we are not holding hands.",3
Your arms are my home and you are my paradise.,3
“To be your friend was all I ever wanted; to be your lover was all I ever dreamed.” – Valerie Lombardo,3
"I am completely in love with you, and I don’t even car if it is too soon, too late or “not the right time”. I love you and there are no excuses for that.",3
I know I’m a handful but that’s why you got two hands.,3
“If I had to choose between breathing and loving you I would use my last breath to tell you I love you.” – DeAnna Anderson,3
It’s me for you and you for me. That’s how our future will always be.,3
True love stories never have endings.,3
"Romancing you is my favorite hobby. I will never get tired of it. Loving you is a routine, I will never get used to it.",3
If I had to make a wish I would wish to wake up by your side every morning. I love you more than anyone.,3
You give me the kind of feelings people write novels about.,3
Are you a camera? Because every time I look at you I want to smile.,3
"I love every moment spent with you, your love has touched my heart.",3
Every time I see you I fall in love all over again.,3
I wish I could turn back the clock. I’d find you sooner and love you longer.,3
I look at you and see the rest of my life in front of my eyes.,3
"Love stories are beautiful, but my favorite one is ours.",3
No one else matters when I look into your eyes.,3
"If I were a cell phone, you would be the charger. I would be dead without you. I love you.",3
"Girls be like, caught off guard but still cute.",3
I’m much more me when I’m with you.,3
The power of your smile should never be underestimated. It melts my heart and touches my soul.,3
"I love every moment spent with you, your love has touched my heart.",3
"Every little thing you do, every little thing you say contains magic and pixie dust.",3
"Everything I needed to feel happy was love. I met you, and now I need nothing.",3
You are the one for me. I have never been so sure of anything in all my life.,3
"In a sea of people, my eyes will always be searching for you.",3
"I don’t care if I am not your first, I just want to be your last. I love you.",3
Your angelic face leaves me breathless.,3
Your love is all I need to feel complete.,3
"I swear when our lips touch, I can taste the next sixty years of my life.",3
"We are tangled, knotted, locked, and tied to each other forever.",3
"Every time I see you, I fall in love all over again.",3
I’m much more me when I’m with you.,3
You are the reason for all of my success. You are my inspiration and motivation.,3
I wanna be the reason behind your smile because surely you are the reason behind mine.,3
Every love story is beautiful but ours is my favorite.,3
"My mom always told me not to steal anything, but I would gladly steal a million kisses from you!",3
The best day of my life was when you told me you loved me with that beautiful smile.,3
Do not forget to fall in love with yourself first before you fall in love with others.,3
The only thing I get from selfies is blindness for the next 10 seconds.,3
I still get butterflies even though I’ve seen you a hundred times.,3
"Excuse me, why are you so sexy?",3
The perfect blend!,3
There’s a girl out there with love in her eyes and flowers in her hair.,3
Your relationship with yourself set the tone for every other relationship that you will have.,3
"Love is not blind. It sees more, not less. But because it sees more, it is willing to see less.",3
Nothing can replace you!,3
Never love anyone who treats you like you’re ordinary.,3
Love like you will never be hurt. The best thing to hold onto in life is each other.,3
My heart is and always will be yours.,3
"If you really love someone, you would not purposely do something to hurt that person.",3
Your arms feel more like home than any house ever did.,3
May you someday find someone who will love you as much as your selfies indicate how much you love your self!,3
"If you really love someone, you would not purposely do something to hurt that person.",3
Love is just a word until you find someone who gives it the definition.,3
Do not ever dull your shine just for somebody else.,3
I am catastrophically in love with you.,3
Glitter is always an option.,3
"Don’t judge, you don’t’ know my story.",3
"You don’t realize how hard it is to take a selfie, When you are looking ugly.",3
I feel lost inside myself.,3
Self-love is the best love.,3
Stress doesn’t really go with my outfit.,3
I’m the girl you’ve always wanted.,3
And we will travel together and just be in love forever.,3
“I love the confidence that makeup gives me.“,4
“The only drama I enjoy is in my lashes.“,4
“Never underestimate the power of the brow game.“,4
"“Beneath the makeup and behind the smile, I am just a girl who wishes for the world.“",4
“Confidence level: selfie with no filter.“,4
"“My life might not be perfect, but my makeup is.“",4
“I‘m addicted to buying makeup and I‘m not rich enough to have this problem.“,4
“All things are possible with a little coffee and mascara.“,4
“I believe in manicures. I believe in overdressing. I believe in primping at leisure and wearing lipstick.”,4
“I wear makeup for myself because it‘s fun.“,4
“Everything is possible with a little coffee and mascara.”,4
“I don’t need a fairy godmother. I’ve got my MAC.”,4
"“While some girls share their BF problems, I worry about not having enough makeup.”",4
“I don’t wear makeup to impress guys. I wear it for myself. It’s my way of getting high.”,4
“Don’t you love the confidence that comes with a good lipstick and the perfect mascara?”,4
"“Lipstick is one of the best inventions of humanity. With a bit of waxy color, you open the doors to a brilliant day and a brilliant smile.”",4
“Give them a reason to take a second look.”,4
“Makeup is an expression. It’s an art and a passion.”,4
“My cardio for the day – blending!”,4
“Perfect makeup. Perfect mood. Perfect day.”,4
“Wake up. Makeup. Repeat.”,4
“May your day be as good as a perfectly blended foundation and an even eyeliner.”,4
"“I’m addicted to buying makeup. But, then I’m not rich enough to face this problem.”",4
"“The common thing about life and eyeliner is that – you’ve got to wing it, like a boss!”",4
“The only drama that I love is in my lashes.”,4
"“Beneath the makeup and the perfect smile, you can find a girl, who’s ready to conquer the world.”",4
"“When in doubt, just add some more glitter.”",4
“You can never go wrong with red lipstick.”,4
“The only thing smoking around here is my eyes.”,4
"“For all those who say beauty isn’t skin deep, I would like to say, but it shows on your skin.”",4
 “That’s a lot of money to spend on a lipstick. That’s when I realized that the relationship is over.”,4
“So many nail colors. So little fingers. #firstworldproblems”,4
“There’s no use crying over a broken bronzer.”,4
“I don’t want to cry over you. You aren’t worth spoiling my mascara for.”,4
“Brushes eyebrows. Doesn’t brush hair. #storyofmylife”,4
“I own too much makeup. #thatsamyth”,4
“Eyebrows speak louder than words.”,4
‘You know you’re going to have an absolutely brilliant day when the wings of your eyeliners are even.”,4
"“Men come and go. But, your lipsticks stick with you forever.”",4
"“Never ask a girl with winged eyeliners, why she’s late.”",4
“My BF still thinks that my eyelashes are real. There are some secrets that you don’t share even with your bar.”,4
"“Losing your BF hurts. But, it’s nothing compared to the horror of losing your makeup bag.”",4
“Life is too short not to buy makeup.”,4
“I came. I saw. I contoured.”,4
"“My idea of a perfect romantic evening. Walking hand in hand along with bae, up and down the makeup aisle.”",4
"“You think I’m listening to your problems, but I’m just doing your brows.”",4
“Crying is for ordinary women. Pretty women go makeup shopping.”,4
"‘Yes, I agree that a natural look is the best look. But, do you know that it takes makeup to look natural?”",4
“The only moment when a woman is powerless – while she’s waiting for her nail art to dry.”,4
"I believe in God, only I spell it NATURE.",5
I Love Nature.,5
Nurtured by nature.,5
Finally.Paradise Found!,5
One-touch of nature makes the whole world kin.,5
I am glad I will not be young in the future without wilderness.,5
Good clean fun in the dirt.,5
Choose only one master – nature. Rembrandt,5
One-touch of nature makes the whole world kin.,5
The sound of nature is very sweet. Everyone Loves.,5
The poetry of earth is never dead.,5
The sound of the rain needs no translation.,5
High Tides Good Vibes.,5
Plant more trees to enhance the beauty of nature.,5
Henry Wadsworth Longfellow.,5
The best thing one can do when it’s raining is to let it rain.,5
Heading for the hills.,5
"Another day, another sunrise.",5
Go to the place where you feel most alive.,5
Beautiful things don’t ask for attention.,5
Colors are the smiles of nature.,5
"Look at the forest creature, then you will understand the nature everything better.",5
All I need is a few days at the beach.,5
Letting nature take its course.,5
Call of the wild!,5
"If you truly love nature, you will find beauty everywhere.",5
Every sunset is an opportunity to reset.,5
"There’s no Wi-Fi in the forest, but I promise you’ll find a better connection.",5
Behind the clouds is the sun still shining.,5
Beautiful things don’t ask for attention.,5
"If you truly love nature, you will find beauty everywhere.— Vincent Van Gogh",5
"In every walk with nature, one receives far more than he seeks.",5
Nature is not a place to visit. It is home. ― Gary Snyder,5
"Sky above, earth below, and peace within.",5
Within nature lies the cure for humanity.,5
"Nature does not hurry, yet everything is accomplished.",5
Keep quiet and wear the color of nature.,5
Every flower is a soul blossoming in nature.,5
The silence of nature is very real. It surrounds you..you can feel it.,5
As free as the ocean.,5
It always rains the hardest on people who deserve the sun.,5
Heading for the hills.,5
Nature’s first green gold.,5
Nature never goes out of style.,5
"Wherever you go, leave a trail.",5
To walk in nature is to witness a thousand miles.,5
Purple mountains majesty *insert mountain emoticon*,5
"Smell the sea, and feel the sky. Let your soul and spirit fly.",5
"Autumn, the year’s last loveliest smile.",5
Adventure is out there.,5
Nature is the art of God. Dante Alighieri,5
"If sky is the limit, then go there.",5
There is no exquisite beauty… without some strangeness in the proportion. – Edgar Allan Poe,5
On the top of mountains & beneath the stars.,5
Every flower is a soul blossoming in nature. – Gerard De Nerval,5
Forest bathing insert tree and bathtub emoticons.,5
Should you shield the canyons from the windstorms you would never see the true beauty of their carvings.,5
Sunshine and roses.,5
The Earth laughs in flowers.,5
Sometimes you just have to go with the waves.,5
"Spring is nature’s way of saying, ‘Let’s party!’.",5
Every mountain top is within reach if you just keep climbing.,5
"No matter how full the river, it still wants to grow.",5
The tree that is beside the running water is fresher and gives more fruit.,5
"Deep in their roots, all flowers keep the light.",5
Difficult roads often lead to beautiful destinations.,5
Lightning is incredible.,5
The tree that is beside the running water is fresher and gives more fruit.,5
Snowflakes are kisses from heaven.,5
Go outside and get some sunshine.,5
Man’s heart away from nature becomes hard. -Standing Bear,5
Nature always wears the colors of the spirit.,5
Lightning is incredible.,5
Stop every now and then. Just stop and enjoy. Take a deep breath. Relax and take in the abundance of life.,5
Every flower is a soul blossoming in nature.,5
Never too busy for friends & nature.,5
"In the depth of winter, I finally learned that there was in me an invincible summer.",5
"Aim for the moon, if you miss you may hit a star.",5
"On earth there is no heaven, but there are pieces of it.",5
Live by the sea and love by the moon.,5
Nature is the art of God.,5
The best view comes after the hardest climb.,5
Mother Nature doesn’t set out to be beautiful. She just is.” ― Anthony T. Hincks,5
Life is either a daring adventure or nothing at all.,5
The mountains are calling and I must go.,5
There is a pleasure in the pathless woods.,5
"It’s not the mountain we conquer, but ourselves.",5
"Just living is not enough. One must have sunshine, freedom, and a little flower.",5
Time spent amongst trees is never wasted time.,5
True beauty can’t shine through make-up. – Unknown,5
The earth has music for those who listen.― George Santayana,5
"The Sea, once it casts its spell, holds one in its net of wonder forever. ― Jacques-Yves Cousteau",5
"There is something infinitely healing in the repeated refrains of nature – the assurance that dawn comes after night, and spring after winter. Rachel Carson",5
The clearest way into the Universe is through a forest wilderness. -John Muir,5
Gardening is a humbling experience. – Martha Stewart,5
Nature is not a place to visit. It is home. Gary Snyder,5
Give me odorous at sunrise a garden of beautiful flowers where I can walk undisturbed.-Walt Whitman,5
"Nature is not our enemy, to be raped and conquered. Nature is ourselves, to be cherished and explored. -Terence McKenna",5
To sit in the shade on a fine day and look upon the verdant green hills is the most perfect refreshment. -Jane Austin,5
Beauty awakens the soul to act. – Dante Alighieri,5
"If you have ever gone to the woods with me, I must love you very much. — Mary Oliver",5
"From California to the New York Island, this land was made for you and me. ― Woody Guthrie",5
Nature is what wins in the end.-Abby Adams,5
"Leave the road, take the trails. -Pythagoras",5
"In the spring, at the end of the day, you should smell like dirt. -Margaret Atwood",5
Horses make a landscape look beautiful. – Alice Walker,5
My profession is to always find God in nature.- Henry David Thoreau,5
Joy in looking and comprehending is nature’s most beautiful gift. – Albert Einstein.,5
I wish my eyes could take photos.,5
What is life but one grand adventure?,5
"Want to conquer yourself, surpass the snowy hills.",5
"Camping hair, don’t care.",5
How glorious a greeting the sun gives the mountains!-John Muir,5
Green is my favorite color of nature.,5
Branching out *insert tree emoticon*,5
Nature is not on the internet.,5
Feeling good-natured.,5
"In all things of nature, there is something of the marvelous.",5
"Spring is nature’s way of saying, ‘Let’s party!’.",5
A rolling stone gathers no moss.,5
Nature – cheaper than therapy.,5
Nature is one of your greatest teachers.,5
"Once destroyed, nature’s beauty cannot be repurchased at any price.",5
"Nature’s beauty, frame by frame.",5
"A man on foot, on horseback or on a bicycle will see more, feel more, enjoy more in one mile than the motorized tourists can in a hundred miles. -Edward Abbey",5
Save nature always. It is our world.,5
"Some see a weed, some see a wish.",5
Even the leaves fall for you.,5
"If you’re looking for beauty, you’ll find it in nature.",5
Going where the wind blows!,5
"Because when you stop and look around, this life is pretty amazing.",5
The bird is powered by its own life and by its motivation.,5
The family is one of nature’s masterpieces.,5
How glorious a greeting the sun gives the mountains.,5
"If sky is the limit, then go there.",5
To walk in nature is to witness a thousand miracles.,5
The mountains call to me.,5
It always rains the hardest on people who deserve the sun.,5
Climb the mountains and get their good tidings.,5
Over the moon!,5
Let’s sleep under the “STARS”.,5
"Look deep into nature, and then you will understand everything better.",5
Treat every single day as a lifetime.,5
"Keep your love of nature, for that, is the true way to understand art more and more.",5
Peace is seeing the sunrise or a sunset and knowing who to thank.,5
Let’s find some beautiful place to get lost.,5
The world is ours to explore.,5
"Surrounded by beauty, as far as sight goes.",5
"Plant seeds of happiness, hope, success, and love; it will all come back to you in abundance. This is the law of nature.",5
Good vibes happen on the tides.,5
My dreams are made of sand & waves.,6
Girls just wanna have sun.,6
Keeping cool in the pool.,6
I was made for sunny days.,6
"Sun, Sand , and Pineapple in hand.",6
This chapter of my life is called happiness.,6
90% Happy 10% Burnt.,6
Catch me by the sea.,6
Watch more sunsets than Netflix.,6
Summertime is always the best of what might be. -Charles Bowden,6
That crazy little sun of a beach.,6
The vacation mode is on.,6
Summertime is always the best of what might be!,6
Say yes to new adventures.,6
My favorite color is sunset.,6
That Summer Feeling…!!!,6
Life is cool by the pool.,6
Summer is a state of mind.,6
This summer will be hot hot hot!!!,6
"YAY, It’s Summer again! Yippee!",6
I need VITAMIN SEA.,6
Tan Spam.,6
Forever chasing the sun.,6
"Spring being a tough act to follow, God created June. -Al Bernstein",6
"If life is a journey, the beach is my destination.",6
"Be grateful for good friends, hot sun and water.",6
Cause a little bit of summer is what the whole year is all about. — John Mayer,6
Summer has always been my favorite season. I feel happier.,6
Summer should get a speeding ticket.,6
The summer night is like a perfection of thought. -Wallace Stevens,6
Food. Friends. Sunshine.,6
Gud vibes happen on the tides.,6
First-person to complain it’s too hot this summer gets punched.,6
"Summer afternoon—summer afternoon; to me, those have always been the two most beautiful words in the English language. —Henry James",6
Happy first day of Summer!,6
Let’s have some fun in the sun.,6
"Happiness is a summer breeze, sand between your toes, and your best friend by your side.",6
I’m just a beachy kinda girl.,6
The ocean is where I belong.,6
Trust the magic of beginnings. — Meister Eckhart,6
Summer Splash!,6
"You can wash off the sand from your flip flops, but not from your heart.",6
Soak up the sun.,6
"Sun, Sand, and Pineapple in hand.",6
Let’s go to the beach.,6
"Summer means going to the beach, going to Disneyland, having fun.",6
Keep calm and lay in the sun.,6
All I need are palm trees and a cool breeze.,6
Sunshine is the best medicine.,6
We mermaid for each other.,6
Taste like seafood.,6
Happiness comes in waves.,6
High tides and good vibes.,6
I am happiest when floating in Sea.,6
Never stop chasing your summer.,6
The sun always shines after the storm.,6
Sun is shining. Weather is sweet. Make you wanna move your dancing feet.,6
"Good peeps, bad gambler.",6
Sunglasses season.,6
Sunshine mixed with a little hurricane.,6
COME ON Summer…!!!,6
Swimming is my therapy.,6
I find my happiness where the sun shines.,6
"Out of Reach, at the Beach.",6
"Tan skin, Crazy days, Late nights.",6
Tropic like it’s hot.,6
"Ocean Air, Salty Hair.",6
All my troubles wash away in the water.,6
I dream of summers that last forever.,6
The air is warm and my heart is happy.,6
Here comes the sun.,6
"Summer, I’ll always remember with people I’ll never forget.",6
Some of the best memories r made in flip flops.,6
A pineapple a day keeps the doctors away.,6
I could never in a hundred summers get tired of this.,6
Saltwater heals everything.,6
Eat. Sleep. Beach. Repeat.,6
"When all else fails, take a vacation. -Betty Williams",6
"Happiness is sun, sand and a drink in my hand.",6
Love you to the beach and back.,6
Life is better when you’re under the sun.,6
Friends are the sunshine of life.,6
Good times in Summer 2019 [fill any year here].,6
Sun-bleached hair & Sandy skin.,6
Make every mermaid hair flip count this summer and every summer.,6
Summertime is wedding time.,6
"If there is a will, there is a wave.",6
"You can wash off the sand from your flip flops, but not from your heart.",6
It’s 5 o’clock somewhere.,6
Behind the clouds is the sun still shining.,6
"I woke up this morning, smiled at the rising sun.",6
Sunburn and tan lines Day.,6
This summer will be as HOT as it will be awesome.,6
Keep smiling you know the sun is shining.,6
"I need six months of vacation, twice a year.",6
Sunday Funday!,6
Make your own sunshine.,6
My BFF is the A/C unit.,6
Cheers! It’s a sunny day.,6
I prefer my footprints in the sand than the snow.,6
"Dear Summer, Please restart yourself.",6
No better way to beat this Florida heat!,6
I’m a summer girl/guy.,6
Life is better when you’re under the sun.,6
"Eat, drink, and be sweaty.",6
Summer should get a speeding ticket?,6
"Babes, bikinis, and rose – all those Holidays.",6
"Summer vacation: where you drink triple, see double and act single.",6
"Sandy toes, sun-kissed nose.",6
"Ah, summer, what power you have to make us suffer and like it.",6
"No 1 rises suddenly in the world, not even the sun.",6
My daily motivation: Every hot day is one step closer to a PSL.,6
I need a big pool in the hot weather.,6
Find me under the palms.,6
Every sunset is an opportunity to reset.,6
Summer is a state of mind.,6
You make me smile like the sun.,6
A day at the beach.,6
The wet and wild beauty.,6
Life is Better at the Beach.,6
Let the summer begin.,6
"Live by the sun, love by the moon.",6
"Pool hair, don’t care.",6
Home is where the pool is..!!,6
Cherish every sunset.,6
Sun of a beach.,6
Life is better in flip flops.,6
"Hello, Holidays! I’m so happy to see you!",6
I think it’s time for a trip to the beach.,6
Keep calm it’s summer vacation.,6
Nothing but sandy skin and summer smiles.,6
I was staring at a Summer Shandy.,6
"Everything good, everything magical happens between the months of June and August. -Jenny Han.",6
Things are going swimmingly.,6
"Aloha, beaches.",6
Can you swim with contact lenses?,6
A bikini can’t solve everything but it is a good start.,6
Mentally on the beach.,6
"You r my sunshine, my only sunshine.",6
In a sunshine state of mind.,6
Life is better in a bikini.,6
Kissed by the sun.,6
"When you can’t find the sunshine, be the sunshine!",6
The shoreline at sunset is simply beautiful.,6
Where I’ll be all summer long.,6
I’m a better person when I’m tan.,6
Let’s seas the day.,6
You are the pina to my colada.,6
A pineapple a day keeps the worries away.,6
Time is precious waste it wisely.,6
Gone to the beach. Be back never.,6
"Sometimes, all you need is a change of scenery.",6
"Life’s a wave, catch it.",6
Gotta burn some energy off before the storms roll in!,6
Hot dogs or legs?,6
"Beach Hair, Don’t Care.",6
I Lost My Heart At The Sea.,6
Girls just wanna have sun insert sun and music emoticons.,6
"Sun, Sand, & Surf.",6
Pool party right now.,6
I’m ready for the summer nights.,6
No sun in your “May grey” life.,6
Goodbye Summer Hello Fall.,6
Oh no! Summer is over.,6
End of year party.,6
"When u can’t find the sunshine, be the sunshine!",6
Goodbye summer! Gonna miss you!,6
I’m ready for summer! Who’s with me?,6
"Hey Summer, I’m waiting for you.",6
Sunny days give us happiness.,6
I let you see the parts of me.,6
Sunshine on my mind loves how summer just wraps its arms around you like a warm blanket.,6
Start the weekend all over again.,6
"Friends, sun, sand, and sea. That sounds like a summer to me.",6
"Live in the sunshine, Swim the sea, Drink the wild air.",6
Good things come to those who swim.,6
I can already smell the summer.,6
"U will never have this day again, so make it count.",6
Every shadow is evidence of SUN.,6
Time to seas the day.,6
A bikini is always a good idea.,6
Meet me where the sky touches the sea.,6
Time to wear Seashells.,6
"Those lazy, hazy, crazy days of summer.",6
Keep calm and catch the sun.,6
I wish I had more vacation days.,6
Mentally on the beach.,6
"Collect moments, not things.",6
I dream of a never-ending summer.,6
Summer always feels like it’s over before it even starts.,6
Keep cool & use sunscreen.,6
Have a nice summer vacation!,6
Dreams r made of sand & sun.,6
Every day is one step closer to summer.,6
Summer nights and city lights.,6
Hit a Home Run With the Sun.,6
"Less Monday, more summer.",6
All you need is ice cream.,6
Close your eyes and picture yourself here.,6
Enjoy your summer break!,6
These are the days we live for.,6
I followed my heart and it led me to the beach.,6
"You can’t buy happiness, but you can buy ice cream on the beach.",6
This just can’t be summer love.,6
Time for warm-up.,6
Always wear SUNSCREEN.,6
She said I love places where it’s summer in winter.,6
Paradise Found!,6
"Beach, please!",6
"Good morning, sunshine!",6
Summer always feels like it’s over before it even starts.,6
"Dear winter, I’m breaking up with you. I think it’s time I start seeing other seasons. Summer is hotter than you.",6
You’re one in a melon.,6
Shake your palm palms.,6
"Hello summer, I’m ready to flamingle.",6
An ocean breeze puts the mind at ease.,6
Save the date.,6
Shake it like a salt shaker.,6
We are officially in summer mode!,6
Pretty beach in.,6
Sea You Soon.,6
Live in the sunshine. Swim in the sea. Drink in the wild air.-Ralph Waldo Emerson,6
Whale hello there.,6
Wake me up when it’s summer.,6
"The sun is a daily reminder that we too can rise again from the darkness, that we too can shine our own light.",6
"Work hard, travel harder.",7
I do believe it’s time for another adventure.,7
"Because when you stop and look around, this life is pretty amazing.",7
"Wander often, wonder always.",7
I’ve got a bad case of wanderlust.,7
"We travel not to escape life, but for life not to escape us.",7
A journey is best measured in friends rather than miles. — Tim Cahill,7
Let’s wander where the wifi is weak. — Barcelover,7
It is not down in any map; true places never are. — Herman Melville,7
Take me anywhere.,7
Wherever you go becomes a part of you somehow. — Anita Desai,7
The life you have led doesn’t need to be the only life you have. — Anna Quindlen,7
"Wherever you go, go with all your heart. — Confucius",7
"We have nothing to lose, and a world to see.",7
"Where you lead, I will follow. — Carole King",7
We dream in colours borrowed from the sea.,7
"I haven’t been everywhere, but it’s on my list. — Susan Sontag",7
Finding paradise wherever I go.,7
"If it scares you, it might be a good thing to try. — Seth Godin",7
"The tans will fade, but the memories will last forever.",7
"In the end, we only regret the chances we didn’t take. — Lewis Carroll",7
"You don’t need magic to disappear, all you need is a destination.",7
"The world is a book, and those who do not travel read only a page. — Saint Augustine",7
"It’s your road, and yours alone. Others may walk it with you, but no one can walk it for you. — Rumi",7
Never stop your wanderlust.,7
Born to explore the world.,7
I have an insane calling to be where I’m not.,7
"One’s destination is never a place, but a new way of seeing things. — Henry Miller",7
"Of all the books in the world, the best stories are found between the pages of a passport.",7
Wanderlust is incurable.,7
"I don’t know where I’m going, but I’m on my way. — Carl Sandburg",7
Life begins at the end of your comfort zone. — Neale Donald Walsch,7
"And at the end of the day, your feet should be dirty, your hair messy, and your eyes sparkling.",7
One life. One world. Explore it.,7
So much of who we are is where we have been. — William Langewiesche,7
Where you are is where I want to be.,7
I’m in love with cities I’ve never been to and people I’ve never met. — Melody Truong,7
"A desire to travel, to understand one’s very existence.",7
Some beautiful paths can’t be discovered without getting lost. — Erol Ozan,7
"Travel far enough, you meet yourself. — David Mitchell",7
"Travelling isn’t always about running away from things, sometimes it’s about running into what you truly want.",7
"We lose ourselves in things we love. We find ourselves there, too.",7
"Find a beautiful place, and get lost.",7
"Travel, because money returns. Time doesn’t.",7
Sometimes the road less travelled is less travelled for a reason. — Jerry Seinfeld,7
"A good traveller has no fixed plans, and is not intent on arriving. — Lao Tzu",7
"Don’t be a tourist, be a traveller.",7
Travel is the only thing you buy that makes you richer.,7
It is bad manners to keep a vacation waiting.,7
Travel becomes a strategy for accumulating photographs.,7
Keep calm and travel on.,7
"The tan will fade, but the memories will last forever.",7
It’s hard to stay mad when there’s so much beauty in the world.,7
An adventure a day keeps the doctor away.,7
Calories don’t count when you’re on vacation.,7
People forget years and remember moments.,7
Let the adventure begin.,7
"Up in the clouds, on my way to unknown things.",7
Ready for take off!,7
Travel while you’re young and able.,7
Go out into the world. Take trains and planes to places you haven’t been before.,7
"Travelling – It leaves you speechless, then turns you into a storyteller.",7
"Travel as much as you can, as far as you can, as long as you can. Life’s not meant to be lived in one place.",7
"Buy a ticket, pack a bag, catch a plane, make new friends. Have a great time. Get lost.",7
Travel is the best teacher. The only way to an open mind is by taking a plane out into the open world.,7
"One day, you will be at the place you always wanted to be.",7
Happiness is planning a trip to somewhere new.,7
"Friends that travel together, stay together.",7
This heart of mine was made to travel this world.,7
Happiness is looking down in your next destination from your plane window.,7
Travel is the best education.,7
Never stop exploring.,7
I want to make memories all over the world.,7
"Fill your life with experiences, not things. Have stories to tell, not stuff to show.",7
A good friend listens to your adventures. Your best friend makes them with you.,7
"If nothing makes you happy, pack your bags and get ready for an adventure.",7
Not all who wander are lost.,7
Jobs fill your pocket. Adventures fill your soul.,7
You get educated by travelling.,7
